ID,Name,Critic_Score,Critic_Count,User_Score,User_Count
14159,Tomb Raider: Anniversary,83,26,8.1,242
14160,Sengoku Basara: Sanada Yukimura-Den,,,,
14161,Marines: Modern Urban Combat,,,,
14162,Infamous: First Light,73,70,7.5,580
14163,The Idolmaster: Gravure For You! Vol. 4,,,,
14164,Puyo Pop Fever(us sales),,,,
14165,Tour de France 2014,53,9,5.1,22
14166,RedCard 20-03,67,8,9,4
14167,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,,,,
14168,Deal or No Deal: Special Edition,,,,
14169,Puyo Puyo 7,,,,
14170,Asterix & Obelix: Kick Buttix,,,,
14171,Radiant Silvergun,,,,
14172,The Night of the Rabbit,75,45,7.5,82
14173,Bounty Hounds,63,14,6,7
14174,Care Bears - Care Quest,,,,
14175,Burnout Paradise: The Ultimate Box,,,,
14176,Even in a Game Listen to Me Girls. I Am Your Father!,,,,
14177,Tokyo Majin Gakuen: Kenfuuchou,,,,
14178,Challenge Me: Word Puzzles,,,,
14179,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,,,,
14180,NHRA Drag Racing: Countdown to the Championship,,,,
14181,Zatch Bell! Electric Arena,,,,
14182,TOCA Race Driver 3,84,25,8,6
14183,A Game of Thrones: Genesis,53,40,4,110
14184,Gothic Universe,,,7.9,10
14185,Daito Giken Premium Pachi-Slot Collection: Yoshimune,,,,
14186,Diabolik Lovers: Dark Fate,,,,
14187,Sky Dancers,,,,
14188,Need for Speed (2015),,,,
14189,Silent Scope,70,5,8,5
14190,Deer Drive: Legends,,,,
14191,World Series of Poker: Tournament of Champions 2007 Edition,,,,
14192,Yggdra Union: We'll Never Fight Alone,,,,
14193,The Cursed Crusade,55,7,6,33
14194,Hotel Giant 2,58,7,2.5,19
14195,Gakusen Toshi Asterisk Festa: Houka Kenran,,,,
14196,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,,,,
14197,Caesar III,,,8.7,50
14198,DarkStar One,71,33,7.2,54
14199,Wangan Midnight,,,,
14200,ESPN NBA 2Night 2002,59,13,,
14201,Cabela's Dangerous Hunts 2,,,,
14202,Kekkaishi: Kokubourou no Kage,,,,
14203,"Crouching Tiger, Hidden Dragon",60,12,,
14204,Suzumiya Haruhi no Tsuisou,,,,
14205,Mame Goma: Shiro to Kuro no Meikyuu,,,,
14206,Trap Gunner: Countdown to Oblivion,,,,
14207,Hitman: Blood Money,82,35,8.8,528
14208,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,,,,
14209,Harukanaru Toki no Naka de Yumenoukihashi Special,,,,
14210,Duke Nukem 3D: 20th Anniversary World Tour,77,15,6.9,15
14211,Section 8,72,31,7,78
14212,Tsuyo Kiss: Mighty Heart,,,,
14213,Sabre Wulf,75,27,8,4
14214,Alpha Protocol,72,25,7.5,511
14215,Planescape: Torment,91,22,9.2,813
14216,Gacharoku,,,,
14217,Cake Mania: Baker's Challenge,,,,
14218,SX Superstar,,,,
14219,Zoo Vet: Endangered Animals,,,,
14220,Paddington: Adventures in London,,,,
14221,Driven,68,10,,
14222,Star Wars Jedi Knight: Jedi Academy,81,34,8.6,293
14223,Red Faction II,79,12,7.3,4
14224,Langrisser: Re:Incarnation Tensei,,,,
14225,Atelier Firis: The Alchemist of the Mysterious Journey,,,,
14226,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,,,,
14227,SD Gundam G Generation: Gather Beat 2,,,,
14228,Battle Engine Aquila,73,17,9,5
14229,Hello Kitty: Roller Rescue,,,,
14230,Special Forces: Nemesis Strike,60,10,6.5,4
14231,Women's Volleyball Championship,32,7,4,4
14232,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,,,,
14233,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,,,,
14234,Crimson Tears,62,30,7.8,4
14235,Battle Assault 3 featuring Gundam Seed,48,9,8.7,7
14236,WRC: FIA World Rally Championship,67,18,7.8,19
14237,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,,,,
14238,Batman Forever: The Arcade Game,,,,
14239,Romance of the Three Kingdoms (3DS),,,,
14240,Living Legends: Frozen Beauty,,,,
14241,Cabela's Outdoor Adventures,,,8.8,9
14242,Penguins of Madagascar,,,5.2,6
14243,Rapala Tournament Fishing!,41,4,8,6
14244,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,,,,
14245,Backyard NFL Football 2006,,,,
14246,Superstars V8 Racing,66,29,4.9,9
14247,,,,,
14248,Detective Conan: Phantom Rhapsody,,,,
14249,Mashiro Iro Symphony: *mutsu-no-hana,,,,
14250,Monster Guardians,,,,
14251,Sunday vs Magazine Shuuketsu! Choujou Daikessen,,,,
14252,An American Tail: Fievel's Gold Rush,,,,
14253,Magna Carta Portable,,,,
14254,Diabolik Lovers: More Blood,,,,
14255,Swords,,,,
14256,The Italian Job,56,10,,
14257,Super Dodgeball Brawlers (jp sales),,,,
14258,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,,,,
14259,Crazy Chicken: Star Karts,,,,
14260,JoJo's Bizarre Adventure: Eyes of Heaven,61,35,7.4,44
14261,M&Ms Shell Shocked,,,,
14262,K-On! After School Live!! HD Ver.,,,,
14263,Metal Gear Solid: The Essential Collection (JP sales),,,,
14264,Ukiyo no Shishi,,,,
14265,3D Baseball,,,,
14266,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,,,,
14267,First Queen: Ornic Senki,,,,
14268,Dream C Club Zero,,,,
14269,Shining Stars,,,,
14270,Medabots 9: Metabee / Rokusho,,,,
14271,The Void,77,12,8.3,97
14272,Tail Concerto,,,,
14273,Supreme Ruler: Cold War,63,12,6.8,27
14274,Rise of Nations: Rise of Legends,84,46,8.5,108
14275,The Sum of All Fears,36,11,3.4,5
14276,James Pond: Codename Robocod,,,,
14277,Yumi's Odd Odyssey,74,13,7.7,23
14278,Might & Magic X: Legacy,,,,
14279,Night Head: The Labyrinth,,,,
14280,Emma at the Farm,,,,
14281,Utawarerumono Portable,,,,
14282,Gaia Saver Hero Saidai no Sakusen,,,,
14283,EverBlue 2,59,21,7.5,4
14284,Kevin Van Dam: Big Bass Challenge,,,,
14285,Sacra Terra: Angelic Night,,,,
14286,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,,,,
14287,7 Wonders: Treasures of Seven,,,,
14288,YoKai Watch Dance: Just Dance Special Version,,,,
14289,Safari Adventures: Africa,,,,
14290,Junior Island Adventure,,,,
14291,Clever Kids: Pirates,,,,
14292,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,,,,
14293,Yumeiro Patissiere: My Sweets Cooking,,,,
14294,Prey,,,,
14295,Clannad,,,,
14296,Electroplankton,71,49,7,37
14297,Just Dance 2017,73,12,,
14298,PowerSlave,,,,
14299,SBK 2011: FIM Superbike World Championship,,,,
14300,Championship Manager Season 01/02,,,,
14301,Project Gotham Racing 2 (JP weekly sales),,,,
14302,Maximum Racing: Drag & Stock Racer,,,,
14303,CT Special Forces,71,14,,
14304,Let's Sing 2016,,,,
14305,Casino Chaos With Las Vegas Players Collection,,,,
14306,Jewel Master: Cradle of Rome,,,,
14307,Dragon's Dogma Online,,,,
14308,Nancy Drew: Alibi In Ashes,,,,
14309,FIFA World Cup: Germany 2006,57,4,6.9,7
14310,Crash Time: Autobahn Pusuit,,,,
14311,Earthworm Jim 2,45,10,5.7,6
14312,Angler's Club: Ultimate Bass Fishing 3D,,,,
14313,Dungeon Maker: Hunting Ground,70,18,6.4,8
14314,Zoo Tycoon,,,,
14315,Super Hero Generation,,,,
14316,Tamagotchi no Doki Doki Dream Omisecchi,,,,
14317,MotoGP,69,18,7.1,7
14318,Toushin Toshi,,,,
14319,Trine 2,,,,
14320,Suujin Taisen,,,,
14321,Street Supremacy,41,31,,
14322,Driv3r,,,5.4,5
14323,Best Friends Tonight,,,,
14324,Apache: Air Assault,64,7,7.5,18
14325,Fritz Chess,,,,
14326,River King: Mystic Valley (jp sales),,,,
14327,Winning Post World,,,,
14328,Beyond the Labyrinth,,,,
14329,Call of Juarez: Bound in Blood,78,39,8,282
14330,Atelier Sophie: The Alchemist of the Mysterious Book,,,,
14331,Red Faction: Guerrilla,82,29,7.5,308
14332,.hack: Sekai no Mukou ni + Versus,,,,
14333,Medarot 9: Kabuto Ver. / Kuwagata Ver.,,,,
14334,Disney Sports Soccer,75,7,,
14335,Clash of Elementalists,,,,
14336,Rugby 15,,,,
14337,Cooking Mama 5: Bon Appetit!,,,,
14338,Legend of the Dragon,38,12,,
14339,Mame Goma: Honobo no Nikki,,,,
14340,F1 2016 (Codemasters),,,,
14341,Disney's Hide & Sneak,,,,
14342,Deus Ex: Mankind Divided,83,55,6.1,684
14343,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,,,,
14344,Nobunaga no Yabou: Kakushin with Power-Up Kit,,,,
14345,Astonishia Story,48,35,4.9,18
14346,Raw Danger!,,,,
14347,Monster Rancher Hop-A-Bout,,,,
14348,3DS Classic Collection,,,,
14349,Prince of Persia: The Forgotten Sands,75,16,6.6,218
14350,Custom Beat Battle: Draglade 2,,,,
14351,Gotouchi Kenkei DS,,,,
14352,The Sims 2: Glamour Life Stuff,,,6.7,7
14353,Bikkuriman Daijiten,,,,
14354,Accel World: Ginyoku no Kakusei,,,,
14355,Elf Bowling 1 & 2,,,,
14356,Turbo: Super Stunt Squad,,,,
14357,Game of Thrones (Telltale),,,,
14358,GunGriffon: Allied Strike,55,21,,
14359,Batman: A Telltale Game Series,,,,
14360,Mystery Case Files: Ravenhearst,,,,
14361,Stacked with Daniel Negreanu,63,13,,
14362,Vitamin X Evolution,,,,
14363,Saru! Get You! SaruSaru Daisakusen,,,,
14364,Midnight Mysteries: The Edgar Allan Poe Conspiracy,,,,
14365,Barbie and Her Sisters Puppy Rescue,,,,
14366,Arthur and the Invisibles,,,,
14367,The Flintstones: Big Trouble in Bedrock,,,,
14368,RACE On,73,14,8.2,20
14369,PopCap Arcade Vol 2,67,4,,
14370,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,,,,
14371,Summon Night 6: Lost Borders,,,,
14372,Majesty 2: The Fantasy Kingdom Sim,,,,
14373,Silverlicious,,,,
14374,Smart Girl's Winter Wonderland,,,,
14375,BeatMania IIDX 14 Gold,,,,
14376,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,,,,
14377,Toriko: Ultimate Survival,,,,
14378,Song of the Deep,73,12,6.3,15
14379,Vegas Casino,,,,
14380,The Binding of Isaac,84,30,8.3,1010
14381,Madou Monogatari,,,,
14382,Maximum Racing: GP Classic Racing,,,,
14383,Togainu no Chi: True Blood,,,,
14384,Castlevania: Lords of Shadow - Reverie,,,,
14385,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,,,,
14386,Tork: Prehistoric Punk,62,21,6.2,6
14387,Chicken Shoot 2,,,,
14388,Tokyo Xanadu eX+,,,,
14389,Airship Q,,,,
14390,A Good Librarian Like a Good Shepherd: Library Party,,,,
14391,Overlord II,79,32,8.1,159
14392,Flipper Critters,60,13,,
14393,River City Super Sports Challenge,,,,
14394,Sea Park Tycoon,,,,
14395,Underground Pool,40,7,,
14396,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,,,,
14397,Accel World: Ginyoku no Kakusei,,,,
14398,Travel Coach: Europe 1,,,,
14399,Jikandia: The Timeless Land,60,5,7.2,5
14400,Classic Dungeon: Fuyoku no Masoujin,,,,
14401,Rampo,,,,
14402,Toy Shop,31,7,5.4,11
14403,DiRT Rally,86,33,8.7,288
14404,Trials Fusion,80,12,6.8,97
14405,SuperCar Challenge,65,23,7.8,11
14406,My Pet Shop (JP sales),,,,
14407,Prison Architect,80,18,8,19
14408,Hallowed Legends: Samhain,,,,
14409,Exstetra,,,,
14410,Dodge Racing: Charger vs Challenger,,,,
14411,Hakuoki Zuisouroku Omokage Hana,,,,
14412,Beastly,,,,
14413,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,,,,
14414,Rome: Total War - Gold Edition,,,8.6,20
14415,Breath of Fire III,,,9.7,6
14416,Biker Mice From Mars,,,,
14417,Atelier Shallie Plus: Alchemists of the Dusk Sea,,,,
14418,Hiiro no Kakera 2: Hisui no Shizuku,,,,
14419,Summer Athletics 2009,,,,
14420,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,,,,
14421,JoJo's Bizarre Adventure: Eyes of Heaven,,,,
14422,Pro Yakyuu Spirits 5 Kanzenban,,,,
14423,Rugby World Cup 2015,,,8,5
14424,Sorcery Saga: The Curse of the Great Curry God,65,17,7.3,44
14425,Cabela's Big Game Hunter: Pro Hunts,,,5.9,8
14426,Hajime no Ippo: The Fighting! (2014),,,,
14427,Game of Thrones (Telltale),,,,
14428,Dance Factory,56,22,5.8,8
14429,Totally Spies!,,,,
14430,Jig-A-Pix: Wild World,,,,
14431,DragonHeart: Fire & Steel,,,,
14432,Chaos;Head - Love Chu*Chu!,,,,
14433,Nishijin Pachinko Monogatari 2,,,,
14434,The Walking Dead: Season One,,,,
14435,Hyperdimension Neptunia Re;Birth 2,,,,
14436,RoadKill,64,12,,
14437,The Legend of Heroes III: Song of the Ocean,58,17,6.1,7
14438,Combat Mission: Shock Force,62,15,3.3,86
14439,Top Gun: Hard Lock,,,7.8,11
14440,Alia's Carnival! Sacrament,,,,
14441,F1 2002,72,7,7.8,4
14442,Mushihimesama Futari Ver 1.5,,,,
14443,Pocket Fighter,,,,
14444,Toaru Majutsu no Kagaku no Ensemble,,,,
14445,Ojyousama Express,,,,
14446,Starsky & Hutch,,,,
14447,Sitting Ducks,35,6,,
14448,Brothers Conflict: Brilliant Blue,,,,
14449,Garfield: A Tale of Two Kitties,59,7,,
14450,Men of War,80,22,8.1,136
14451,Eyeshield 21: Field Saikyou no Senshi Tachi,,,,
14452,Fullmetal Alchemist: Brotherhood,,,,
14453,Bad Apple Wars,,,,
14454,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,,,,
14455,House M.D.,,,,
14456,thinkSMART FAMILY!,,,,
14457,Ultimate Block Party,76,12,,
14458,Last Escort: Club Katze,,,,
14459,Renai Revenge,,,,
14460,Stacked with Daniel Negreanu,61,20,,
14461,Mahjong 300,,,,
14462,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,,,,
14463,Konami Classics Series: Arcade Hits,76,29,,
14464,WRC 5: FIA World Rally Championship,,,,
14465,Infinite Stratos 2: Ignition Hearts,,,,
14466,Otometeki Koi Kakumei * Love Revo,,,,
14467,Guitar Hero: World Tour,,,7.8,9
14468,Super Meat Boy: Ultra Edition!,,,,
14469,Dr. Muto,63,6,,
14470,Super Heroine Chronicle,,,,
14471,Otomedius Gorgeous,,,,
14472,Egg Mania: Eggstreme Madness,64,8,,
14473,Alter Ego,59,9,5.8,19
14474,Kiniro no Corda 3,,,,
14475,Zero Escape: Virtue's Last Reward,88,15,8.8,188
14476,Darkstalkers Resurrection,80,33,7.3,27
14477,Transformers: Devastation,74,9,7.6,56
14478,MotoGP 15,65,9,,
14479,Highschool Terra Story,,,,
14480,Summer Athletics: The Ultimate Challenge,48,10,,
14481,The Golf Club,64,15,5.4,59
14482,Emergency! Disaster Rescue Squad,,,,
14483,Neverwinter Nights,91,34,8.2,490
14484,Suggoi! Arcana Heart 2,,,,
14485,Crazy Machines,,,,
14486,Ebikore Photo Kano Kiss ,,,,
14487,East India Company Collection,,,,
14488,Mother Goose no Himitsu no Yakata,,,,
14489,Fast & Furious: Showdown,,,,
14490,Winning Post 7 2009,,,,
14491,Puzzle & Action: Tant-R,,,,
14492,Code Lyoko: Quest for Infinity,,,,
14493,The Voice,,,,
14494,Digimon World 4,54,5,8.8,4
14495,Guilty Gear XX Accent Core Plus,76,10,7.3,9
14496,Kekkaishi: Kokubourou Shuurai,,,,
14497,Galleon: Islands of Mystery,67,40,7,10
14498,Montessori Music,,,,
14499,World Sports Competition,,,,
14500,Shugo Chara! Amunonijiro Chara Change,,,,
14501,Renai 0 Kilometer,,,,
14502,Sunny Garcia Surfing,61,11,7.9,7
14503,Far East of Eden Shinden,,,,
14504,Tantei Jinguuji Saburo DS: Kienai Kokoro,,,,
14505,Lock On: Modern Air Combat,76,20,7.5,549
14506,MotorHead,,,,
14507,Max & the Magic Marker,,,,
14508,Ao no Kanata no Four Rhythm,,,,
14509,StormLover,,,,
14510,Gloria Union,,,,
14511,Gensou Suikoden I & II,,,,
14512,Worms: WMD,78,23,7.6,19
14513,Shaun White Skateboarding,,,7.3,6
14514,Eyeshield 21: DevilBats DevilDays,,,,
14515,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,,,,
14516,Jyuzaengi: Engetsu Sangokuden,,,,
14517,Ratatouille,,,7.9,9
14518,Shin Sangoku Musou Online: Kamishou Ranbu,,,,
14519,Rabbids Land,52,26,5.2,29
14520,Dancing Blade II: Tears of Eden,,,,
14521,Kokoro no Kokoron,,,,
14522,Hiiro no Kakera 3: Aoikuro no Kusabi,,,,
14523,BeatMania IIDX 13: DistorteD,,,,
14524,Guild Wars,89,53,8.4,455
14525,Go! Go! Hypergrind,,,,
14526,Great Edo Blacksmith,,,,
14527,Keshisasu-Kun: Battle Kas-tival,,,,
14528,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,,,,
14529,Peak Performance,,,,
14530,Take On Helicopters,70,10,6.7,28
14531,Young Justice: Legacy,,,7.1,7
14532,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,,,,
14533,DokiDoki Majo Shinpan! 2,,,,
14534,S.L.A.I.: Steel Lancer Arena International,66,16,7.8,10
14535,Freaky Flyers,64,22,,
14536,Nacho Libre,56,6,5.8,6
14537,Power Rangers Super Megaforce ,43,7,,
14538,Homeworld 2,83,31,8.3,128
14539,Zoboomafoo: Leapin' Lemurs!,,,,
14540,Rayman 3: Hoodlum Havoc,74,8,8.3,70
14541,Dennou Senki Virtual-On Force,,,,
14542,Rugby 15,,,,
14543,Nettou! Powerful Koushien,,,,
14544,Graffiti Kingdom,71,27,7.1,12
14545,King Arthur II,,,,
14546,Armored Core SL: Silent Line Portable,,,,
14547,Looney Tunes: Galactic Sports,,,,
14548,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,,,,
14549,Combat Elite: WWII Paratroopers,56,11,,
14550,Lethal Enforcers I & II,,,,
14551,Bubble Bobble Evolution,47,5,,
14552,Klonoa 2: Dream Champ Tournament,78,20,9.3,6
14553,Who Wants to be a Millionaire: 1st Edition,,,,
14554,N+,79,21,7.8,18
14555,Minna no Golf Jou Vol.1,,,,
14556,Ducati World Racing Challenge,68,7,,
14557,Super Collapse! II,,,,
14558,Pop'n Music 14 Fever!,,,,
14559,Golden Nugget Casino / Texas Hold 'Em Double Pack,,,,
14560,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,,,,
14561,Lux-Pain (JP sales),,,,
14562,Smashing Drive,,,,
14563,Away: Shuffle Dungeon,65,17,,
14564,Big Mountain 2000,,,,
14565,Starshot: Space Circus Fever,,,,
14566,Charlie Blasts Territory,,,,
14567,Senko no Ronde DUO,,,,
14568,Knights of Honor,77,26,9.1,89
14569,CIMA: The Enemy,70,11,,
14570,Tokimeki Memorial Girl's Side 1st Love Plus,,,,
14571,The Inner World,72,18,8.1,48
14572,Katekyoo Hitman Reborn! Kizuna no Tag Battle,,,,
14573,Code Geass: Hangyaku no Lelouch,,,,
14574,Terraria,,,6.9,7
14575,Hudson x GReeeeN Live!? DeeeeS!?,,,,
14576,Daibakushou: Jinsei Gekijou,,,,
14577,Marble Madness / Klax,,,,
14578,Downstream Panic!,,,,
14579,Suzumiya Haruhi no Chokuretsu,,,,
14580,DJ Max Portable 3,,,4.6,9
14581,Boot Camp Academy,,,,
14582,The Idolmaster: Gravure For You! Vol. 5,,,,
14583,S.Y.K Renshouden,,,,
14584,Empire Earth II,79,39,7.1,89
14585,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,,,,
14586,Pet Alien: An Intergalactic Puzzlepalooza,58,16,,
14587,Nectaris: Military Madness,,,,
14588,Galaxy Angel II: Mugen Kairou no Kagi,,,,
14589,D.C.I.F.: Da Capo Innocent Finale,,,,
14590,Konpeki no Kantai,,,,
14591,Who Wants to be a Millionaire: 1st Edition,,,,
14592,BRAHMA Force: The Assault on Beltlogger 9,,,,
14593,Tenka-bito,,,,
14594,Hot Pixel,55,35,6.5,6
14595,Doodle Hex,68,14,,
14596,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,,,,
14597,Valentino Rossi: The Game,74,5,8.1,7
14598,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,,,,
14599,Codename: Panzers Cold War,67,28,5.8,8
14600,Samurai Spirits: Tenkaichi Kenkakuden,,,,
14601,Robo Pit,,,,
14602,Story Hour: Adventures,,,,
14603,Muv-Luv Alternative: Total Eclipse,,,,
14604,R-Type III: The Third Lightning,46,11,,
14605,Star Wars: The Force Unleashed II,59,14,5.8,162
14606,Heathcliff! The Fast and the Furriest,,,,
14607,Darius Burst: Chronicle Saviours,,,,
14608,Blokus Portable: Steambot Championship,51,5,,
14609,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,,,,
14610,Hakuouki,,,,
14611,Atomic Betty,62,10,7.5,6
14612,"Princess Natasha: Student, Secret Agent, Princess",,,,
14613,Doom,85,44,8.2,1796
14614,Robin Hood: Defender of the Crown,57,13,,
14615,Monster Hunter Frontier Online: Season 10,,,,
14616,Street Jam Basketball,35,7,8,7
14617,Armored Core: Last Raven Portable,,,,
14618,Master of Monsters: Disciples of Gaia,,,,
14619,SD Gundam: Gashapon Wars,,,,
14620,Curious George,57,11,,
14621,Disney's Aladdin,59,17,,
14622,Virtual Pool: Tournament Edition,62,6,,
14623,Phantasy Star Online 2: Episode 3 Deluxe Package,,,,
14624,SimCity,64,75,2.2,4572
14625,Nippon no Asoko de,,,,
14626,Harry Potter and the Half-Blood Prince,64,14,6.1,35
14627,Higurashi no Naku Koro ni Iki,,,,
14628,Harley-Davidson: Road Trip,,,,
14629,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,,,,
14630,MapleStory DS,,,,
14631,Playmobil Top Agents,,,,
14632,Doom 3 BFG Edition,59,12,5.3,210
14633,Pimp My Ride: Street Racing,,,,
14634,Romance of the Three Kingdoms II,,,,
14635,Popeye: Rush for Spinach,48,9,4.2,5
14636,Culdcept,78,26,8.9,9
14637,Blue Breaker: Ken Yorimo Hohoemi o,,,,
14638,Bladestorm: Nightmare,,,7.4,5
14639,BeatMania IIDX 15: DJ Troopers,,,,
14640,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,,,,
14641,Planet of the Apes,54,6,,
14642,OZMAFIA!! -vivace-,,,,
14643,Drake & Josh: Talent Showdown,,,,
14644,Hissatsu Pachinko Collection 3,,,,
14645,Real World Golf,74,12,,
14646,Kung Fu Panda: Showdown of Legendary Legends,,,,
14647,Oumagatoki: Kaidan Romance,,,,
14648,GTR Evolution,83,19,8.2,63
14649,Mahjong Kakutou Club: Zenkoku Taisenban,,,,
14650,Hayate no Gotoku! Nightmare Paradise,,,,
14651,Lords of the Fallen,73,36,6.9,583
14652,NBA 08,75,18,7.5,8
14653,Sins of a Solar Empire,87,52,8.2,275
14654,New Tokyo Legacy: Operation Babel,,,,
14655,The Wolf Among Us,83,5,7.7,88
14656,HappinessCharge PreCure! Kawarun Collection,,,,
14657,Nanashi no Game Me,,,,
14658,NBA 2K13,90,5,6.8,130
14659,Resident Evil 4,76,15,7.4,242
14660,DICE: DNA Integrated Cybernetic Enterprises,48,15,,
14661,007: Quantum of Solace,70,18,6.3,55
14662,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,,,,
14663,Megpoid the Music#,,,,
14664,Batman: A Telltale Game Series,,,4.3,7
14665,Wallace & Gromit in Project Zoo,,,,
14666,Boulder Dash: Rocks!,,,,
14667,Grid Runner,,,,
14668,Saihai no Yukue,,,,
14669,Metal Dungeon,44,14,7.2,5
14670,Drome Racers,54,5,6.6,5
14671,World of Zoo,,,8.4,11
14672,Guitar Freaks V & DrumMania V,,,,
14673,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,,,,
14674,Royal Palace of White Sword and The City of Gentiles,,,,
14675,Triple Pack: Xbox Live Arcade Compilation,,,,
14676,Gekido Advance: Kintaro's Revenge,70,7,7,4
14677,Dream Pinball 3D,,,,
14678,Future Tactics: The Uprising,61,24,,
14679,Winter Sports 3: The Great Tournament,,,,
14680,Power Poke Dash,,,,
14681,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,,,,
14682,Detective Opera: Milky Holmes 2,,,,
14683,Nisekoi: Yomeiri!?,,,,
14684,Blaze Union: Story to Reach the Future,,,,
14685,Barbie and Her Sisters Puppy Rescue,,,,
14686,Handball 16,,,,
14687,Commander: Conquest of the Americas,68,16,5.2,19
14688,World of Tanks,,,5.2,9
14689,LEGO Pirates of the Caribbean: The Video Game,73,11,6.6,17
14690,Race Driver 2006,81,16,8.5,6
14691,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,,,,
14692,Samurai Warriors: Sanada Maru,,,,
14693,Buffy the Vampire Slayer: Wrath of the Darkhul King,44,16,8.6,5
14694,Battlefield 1942: The WW II Anthology,,,,
14695,Genkai Tokki: Seven Pirates,,,,
14696,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,,,,
14697,Parfait,,,,
14698,Mighty No. 9,48,9,4.6,78
14699,Roadsters,,,,
14700,Merv Griffin's Crosswords,,,,
14701,DeathSmiles II,,,,
14702,The Great Mystery Hidden Object Package 5,,,,
14703,Kenka Bancho Otome,,,,
14704,Calcio Bit,,,,
14705,Star Trek: The Game,,,,
14706,Whiteout,58,4,,
14707,Galaxy Angel II: Zettairyouiki no Tobira,,,,
14708,Kung Fu Panda: Legendary Warriors,73,7,,
14709,Hyakumanton no Bara Bara,,,,
14710,Superdimension Neptune vs Sega Hard Girls,73,16,8.4,12
14711,The Talos Principle,88,31,8.4,124
14712,Hajime no Ippo: The Fighting,,,,
14713,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,,,,
14714,Spectral Souls: Resurrection of the Ethereal Empires,47,27,8.2,12
14715,Syberia II,71,7,8.7,6
14716,Motor Trend presents Lotus Challenge,61,9,,
14717,Braid,90,11,8.6,819
14718,Gudetama: Hanjuku de Tanomuwa,,,,
14719,LEGO Legends of Chima: Laval's Journey,,,,
14720,Bleach DS 4th: Flame Bringer,,,,
14721,Syberia,82,26,8.5,235
14722,Pacific Liberator,,,,
14723,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,,,,
14724,The King of Fighters Portable '94~'98: Chapter of Orochi,,,,
14725,Puzzle Challenge: Crosswords and More!,,,,
14726,Turn It Around,39,11,4.5,4
14727,Nisenochigiri: Omoide no Saki e,,,,
14728,Jack Keane,69,25,7,21
14729,Girls Only,,,,
14730,Monsters vs. Aliens,63,8,6.2,5
14731,In Cold Blood,,,,
14732,Fireblade,,,,
14733,Kamigami no Asobi,,,,
14734,Harukanaru Toki no Naka de 6,,,,
14735,Kong: King of Atlantis,,,,
14736,Kidou Senshi V Gundam,,,,
14737,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,,,,
14738,Wrestle Angels: Survivor 2,,,,
14739,Onechanbara Z Kagura,,,,
